,beds_genandacute_noncovid,ventbeds_noncovid,address,Date,Local Health Board,coordinates,lat,lon
53,981,10,"Bangor LL57 2PW, Wales",24-May-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
54,1003,10,"Bangor LL57 2PW, Wales",25-May-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
55,999,16,"Bangor LL57 2PW, Wales",26-May-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
56,1027,19,"Bangor LL57 2PW, Wales",27-May-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
57,1030,13,"Bangor LL57 2PW, Wales",28-May-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
58,1058,12,"Bangor LL57 2PW, Wales",29-May-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
59,990,14,"Bangor LL57 2PW, Wales",30-May-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
60,987,20,"Bangor LL57 2PW, Wales",31-May-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
61,1013,16,"Bangor LL57 2PW, Wales",01-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
62,1059,16,"Bangor LL57 2PW, Wales",02-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
63,1109,17,"Bangor LL57 2PW, Wales",03-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
64,1076,11,"Bangor LL57 2PW, Wales",04-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
65,1036,18,"Bangor LL57 2PW, Wales",05-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
66,997,18,"Bangor LL57 2PW, Wales",06-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
67,1029,16,"Bangor LL57 2PW, Wales",07-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
68,1091,14,"Bangor LL57 2PW, Wales",08-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
69,1091,14,"Bangor LL57 2PW, Wales",09-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
70,1106,23,"Bangor LL57 2PW, Wales",10-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
71,1123,20,"Bangor LL57 2PW, Wales",11-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
72,1072,21,"Bangor LL57 2PW, Wales",12-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
73,1069,16,"Bangor LL57 2PW, Wales",13-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
74,1072,15,"Bangor LL57 2PW, Wales",14-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
75,1107,19,"Bangor LL57 2PW, Wales",15-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
76,1115,19,"Bangor LL57 2PW, Wales",16-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
77,1158,15,"Bangor LL57 2PW, Wales",17-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
78,1154,20,"Bangor LL57 2PW, Wales",18-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
79,1165,20,"Bangor LL57 2PW, Wales",19-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
80,1218,17,"Bangor LL57 2PW, Wales",20-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
81,1174,19,"Bangor LL57 2PW, Wales",21-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
82,1194,17,"Bangor LL57 2PW, Wales",22-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
83,1240,17,"Bangor LL57 2PW, Wales",23-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
84,1204,18,"Bangor LL57 2PW, Wales",24-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
85,1236,20,"Bangor LL57 2PW, Wales",25-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
86,1235,16,"Bangor LL57 2PW, Wales",26-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
87,1238,15,"Bangor LL57 2PW, Wales",27-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
88,1274,16,"Bangor LL57 2PW, Wales",28-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
89,1268,16,"Bangor LL57 2PW, Wales",29-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
90,1258,16,"Bangor LL57 2PW, Wales",30-Jun-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
91,1315,14,"Bangor LL57 2PW, Wales",01-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
92,1313,23,"Bangor LL57 2PW, Wales",02-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
93,1258,28,"Bangor LL57 2PW, Wales",03-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
94,1221,25,"Bangor LL57 2PW, Wales",04-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
95,1254,23,"Bangor LL57 2PW, Wales",05-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
96,1328,24,"Bangor LL57 2PW, Wales",06-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
97,1284,22,"Bangor LL57 2PW, Wales",07-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
98,1324,24,"Bangor LL57 2PW, Wales",08-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
99,1329,24,"Bangor LL57 2PW, Wales",09-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
100,1515,25,"Bangor LL57 2PW, Wales",10-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
101,1516,24,"Bangor LL57 2PW, Wales",11-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
102,1559,20,"Bangor LL57 2PW, Wales",12-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
103,1581,20,"Bangor LL57 2PW, Wales",13-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
104,1558,19,"Bangor LL57 2PW, Wales",14-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
105,1569,23,"Bangor LL57 2PW, Wales",15-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
106,1569,21,"Bangor LL57 2PW, Wales",16-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
107,1526,23,"Bangor LL57 2PW, Wales",17-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
108,1531,20,"Bangor LL57 2PW, Wales",18-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
109,1546,21,"Bangor LL57 2PW, Wales",19-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
110,1579,24,"Bangor LL57 2PW, Wales",20-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
111,1580,23,"Bangor LL57 2PW, Wales",21-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
112,1586,23,"Bangor LL57 2PW, Wales",22-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
113,1534,27,"Bangor LL57 2PW, Wales",23-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
114,1571,23,"Bangor LL57 2PW, Wales",24-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
115,1525,23,"Bangor LL57 2PW, Wales",25-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
116,1555,22,"Bangor LL57 2PW, Wales",26-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
117,1593,24,"Bangor LL57 2PW, Wales",27-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
118,1526,26,"Bangor LL57 2PW, Wales",28-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
119,1450,23,"Bangor LL57 2PW, Wales",29-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
120,1424,23,"Bangor LL57 2PW, Wales",30-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
121,1422,24,"Bangor LL57 2PW, Wales",31-Jul-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
122,1504,24,"Bangor LL57 2PW, Wales",01-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
123,1533,24,"Bangor LL57 2PW, Wales",02-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
124,1493,24,"Bangor LL57 2PW, Wales",03-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
125,1450,20,"Bangor LL57 2PW, Wales",04-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
126,1401,26,"Bangor LL57 2PW, Wales",05-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
127,1455,24,"Bangor LL57 2PW, Wales",06-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
128,1477,23,"Bangor LL57 2PW, Wales",07-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
129,1501,20,"Bangor LL57 2PW, Wales",08-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
130,1521,21,"Bangor LL57 2PW, Wales",09-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
131,1491,23,"Bangor LL57 2PW, Wales",10-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
132,1527,22,"Bangor LL57 2PW, Wales",11-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
133,1487,25,"Bangor LL57 2PW, Wales",12-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
134,1497,27,"Bangor LL57 2PW, Wales",13-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
135,1490,24,"Bangor LL57 2PW, Wales",14-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
136,1513,23,"Bangor LL57 2PW, Wales",15-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
137,1552,24,"Bangor LL57 2PW, Wales",16-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
138,1563,25,"Bangor LL57 2PW, Wales",17-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
139,1559,23,"Bangor LL57 2PW, Wales",18-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
140,1540,24,"Bangor LL57 2PW, Wales",19-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
141,1524,22,"Bangor LL57 2PW, Wales",20-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
142,1545,22,"Bangor LL57 2PW, Wales",21-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
143,1519,27,"Bangor LL57 2PW, Wales",22-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
144,1586,24,"Bangor LL57 2PW, Wales",23-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
145,1551,26,"Bangor LL57 2PW, Wales",24-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
146,1548,26,"Bangor LL57 2PW, Wales",25-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
147,1496,25,"Bangor LL57 2PW, Wales",26-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
148,1492,26,"Bangor LL57 2PW, Wales",27-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
149,1488,27,"Bangor LL57 2PW, Wales",28-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
150,1553,25,"Bangor LL57 2PW, Wales",29-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
151,1555,27,"Bangor LL57 2PW, Wales",30-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
152,1575,26,"Bangor LL57 2PW, Wales",31-Aug-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
153,1600,24,"Bangor LL57 2PW, Wales",01-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
154,1599,27,"Bangor LL57 2PW, Wales",02-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
155,1504,21,"Bangor LL57 2PW, Wales",03-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
156,1515,27,"Bangor LL57 2PW, Wales",04-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
157,1558,25,"Bangor LL57 2PW, Wales",05-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
158,1607,27,"Bangor LL57 2PW, Wales",06-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
159,1591,25,"Bangor LL57 2PW, Wales",07-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
160,1577,28,"Bangor LL57 2PW, Wales",08-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
161,1606,31,"Bangor LL57 2PW, Wales",09-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
162,1574,29,"Bangor LL57 2PW, Wales",10-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
163,1545,24,"Bangor LL57 2PW, Wales",11-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
164,1570,23,"Bangor LL57 2PW, Wales",12-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
165,1633,21,"Bangor LL57 2PW, Wales",13-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
166,1582,19,"Bangor LL57 2PW, Wales",14-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
167,1572,17,"Bangor LL57 2PW, Wales",15-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
168,1509,23,"Bangor LL57 2PW, Wales",16-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
169,1529,21,"Bangor LL57 2PW, Wales",17-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
170,1565,28,"Bangor LL57 2PW, Wales",18-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
171,1552,26,"Bangor LL57 2PW, Wales",19-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
172,1554,27,"Bangor LL57 2PW, Wales",20-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
173,1602,24,"Bangor LL57 2PW, Wales",21-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
174,1516,20,"Bangor LL57 2PW, Wales",22-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
175,1561,23,"Bangor LL57 2PW, Wales",23-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
176,1564,24,"Bangor LL57 2PW, Wales",24-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
177,1554,21,"Bangor LL57 2PW, Wales",25-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
178,1537,26,"Bangor LL57 2PW, Wales",26-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
179,1577,25,"Bangor LL57 2PW, Wales",27-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
180,1664,25,"Bangor LL57 2PW, Wales",28-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
181,1643,26,"Bangor LL57 2PW, Wales",29-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
182,1574,22,"Bangor LL57 2PW, Wales",30-Sep-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
183,1548,23,"Bangor LL57 2PW, Wales",01-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
184,1542,23,"Bangor LL57 2PW, Wales",02-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
185,1539,21,"Bangor LL57 2PW, Wales",03-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
186,1558,22,"Bangor LL57 2PW, Wales",04-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
187,1608,24,"Bangor LL57 2PW, Wales",05-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
188,1554,27,"Bangor LL57 2PW, Wales",06-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
189,1594,31,"Bangor LL57 2PW, Wales",07-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
190,1589,32,"Bangor LL57 2PW, Wales",08-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
191,1591,28,"Bangor LL57 2PW, Wales",09-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
192,1554,21,"Bangor LL57 2PW, Wales",10-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
193,1559,23,"Bangor LL57 2PW, Wales",11-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
194,1621,22,"Bangor LL57 2PW, Wales",12-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
195,1596,22,"Bangor LL57 2PW, Wales",13-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
196,1521,22,"Bangor LL57 2PW, Wales",14-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
197,1514,24,"Bangor LL57 2PW, Wales",15-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
198,1517,24,"Bangor LL57 2PW, Wales",16-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
199,1502,24,"Bangor LL57 2PW, Wales",17-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
200,1519,22,"Bangor LL57 2PW, Wales",18-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
201,1540,22,"Bangor LL57 2PW, Wales",19-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
202,1509,18,"Bangor LL57 2PW, Wales",20-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
203,1555,11,"Bangor LL57 2PW, Wales",21-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
204,1595,18,"Bangor LL57 2PW, Wales",22-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
205,1590,18,"Bangor LL57 2PW, Wales",23-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
206,1531,19,"Bangor LL57 2PW, Wales",24-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
207,1531,19,"Bangor LL57 2PW, Wales",25-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
208,1567,22,"Bangor LL57 2PW, Wales",26-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
209,1578,20,"Bangor LL57 2PW, Wales",27-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
210,1534,23,"Bangor LL57 2PW, Wales",28-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
211,1530,20,"Bangor LL57 2PW, Wales",29-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
212,1529,21,"Bangor LL57 2PW, Wales",30-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
213,1524,24,"Bangor LL57 2PW, Wales",31-Oct-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
214,1570,26,"Bangor LL57 2PW, Wales",01-Nov-20,Betsi Cadwaladr University Local Health Board,"[53.2223537, -4.1334952088863295]",53.2223537,-4.1334952088863295
